STN;YYYYMMDD;DDVEC;FHVEC;FG;FHX;FHXH;FHN;FHNH;FXX;FXXH;TG;TN;TNH;TX;TXH;T10N;T10NH;SQ;SP;Q;DR;RH;RHX;RHXH;PG;PX;PXH;PN;PNH;VVN;VVNH;VVX;VVXH;NG;UG;UX;UXH;UN;UNH;EV24
278;20150104;265;30;33;50;12;10;17;100;13;33;-6;18;69;13;-25;18;52;67;319;4;3;2;7;;;;;;;;;;;87;97;23;76;14;4
278;20150105;211;28;29;40;8;20;17;70;8;22;5;3;37;12;-6;6;26;33;205;0;0;0;1;;;;;;;;;;;93;99;4;85;11;2
278;20150106;196;22;25;40;21;20;1;70;21;32;21;16;48;24;12;18;25;32;255;21;10;4;20;;;;;;;;;;;84;100;23;70;14;3
278;20150107;216;35;37;60;24;20;5;110;23;41;15;7;68;13;-6;12;51;65;315;0;0;0;1;;;;;;;;;;;90;99;5;78;14;4
278;20150108;231;48;52;60;1;40;12;120;6;61;37;1;78;13;35;6;0;0;44;92;130;29;15;;;;;;;;;;;97;100;13;91;1;1
278;20150109;243;77;81;120;8;30;20;210;8;90;57;1;136;24;50;6;0;0;102;61;67;22;21;;;;;;;;;;;86;100;20;60;16;1
278;20150110;258;90;94;120;10;60;22;220;13;95;43;24;136;1;34;24;3;4;87;16;33;30;13;;;;;;;;;;;77;94;12;57;16;1
278;20150111;261;72;74;100;13;50;23;190;9;56;37;9;69;21;31;6;14;18;224;23;19;10;23;;;;;;;;;;;78;95;23;70;2;3
278;20150112;227;74;75;100;14;60;1;180;17;81;64;9;100;18;57;6;0;0;55;79;47;11;8;;;;;;;;;;;88;99;24;78;4;1
278;20150113;221;52;53;70;3;40;12;130;3;83;60;23;98;5;51;24;0;0;67;158;202;64;10;;;;;;;;;;;94;99;1;83;20;1
278;20150114;219;48;50;70;7;30;17;140;3;39;24;17;64;1;12;18;10;12;148;37;37;13;1;;;;;;;;;;;87;95;1;80;24;2
278;20150115;206;61;63;80;9;40;16;160;9;76;46;1;101;13;41;6;0;0;44;103;87;18;15;;;;;;;;;;;86;98;16;73;21;1
278;20150116;215;39;40;70;1;10;22;140;3;53;23;24;86;14;6;24;42;51;328;10;5;3;22;;;;;;;;;;;81;100;22;71;14;4
278;20150117;216;29;30;50;13;20;1;80;13;24;-2;6;58;14;-24;6;67;81;439;0;0;0;1;;;;;;;;;;;85;100;4;69;14;5
278;20150118;195;22;23;30;1;10;17;70;1;18;3;23;28;2;3;24;0;0;62;138;70;13;15;;;;;;;;;;;95;100;16;82;2;1
278;20150119;151;4;9;10;1;0;3;30;10;7;2;4;14;15;2;6;4;5;148;49;8;2;1;;;;;;;;;;;99;100;1;94;23;2
278;20150120;191;10;12;20;5;10;1;40;12;4;-21;19;23;14;-36;24;2;2;176;0;0;0;1;;;;;;;;;;;95;100;3;87;1;2
278;20150121;93;24;26;40;23;10;1;80;24;-5;-21;9;18;13;-32;18;18;21;299;0;0;0;1;;;;;;;;;;;86;93;6;76;13;3
278;20150122;53;27;28;40;1;10;22;80;5;-14;-40;24;6;16;-60;24;2;2;185;0;0;0;1;;;;;;;;;;;88;98;23;83;12;2
278;20150123;179;18;19;40;22;10;1;80;22;-27;-59;4;-5;15;-77;6;0;0;119;0;0;0;1;;;;;;;;;;;94;100;6;87;16;1
278;20150124;229;22;30;50;1;10;23;100;3;7;-35;24;48;14;-61;24;35;41;359;44;75;23;7;;;;;;;;;;;93;100;7;80;14;4
278;20150125;228;25;27;30;1;20;5;50;8;27;-30;1;41;13;-62;6;0;0;189;11;5;2;23;;;;;;;;;;;98;100;6;93;10;2
278;20150126;244;28;38;50;16;30;1;90;14;45;25;24;73;14;18;24;2;2;95;80;33;7;14;;;;;;;;;;;95;100;1;84;23;1
278;20150127;272;30;33;40;2;20;18;90;3;43;21;1;66;14;9;24;14;16;281;16;6;2;12;;;;;;;;;;;93;100;23;86;13;3
278;20150128;228;51;57;80;12;30;1;270;16;44;25;21;62;13;20;24;0;0;61;56;95;30;16;;;;;;;;;;;90;99;1;73;24;1
278;20150129;214;41;44;70;5;10;23;130;11;18;1;24;34;2;1;24;24;27;291;77;89;25;19;;;;;;;;;;;92;100;20;73;1;3
278;20150130;235;22;25;40;24;10;1;70;4;9;-6;9;29;15;-18;12;29;33;338;75;85;22;1;;;;;;;;;;;97;100;1;91;11;4
278;20150131;227;28;29;40;1;20;8;70;1;10;-11;24;36;13;-31;24;69;77;588;11;4;3;7;;;;;;;;;;;96;100;4;85;13;6
279;20150101;206;62;63;90;23;40;1;150;24;29;7;7;46;14;0;12;13;17;158;0;-1;-1;24;10288;10336;4;10197;24;30;4;71;22;5;83;92;3;74;22;2
279;20150102;255;81;88;110;5;70;19;180;7;65;40;1;95;8;36;6;45;58;279;58;55;13;3;10226;10287;23;10160;5;28;6;74;8;6;78;95;7;63;11;4
279;20150103;242;55;58;90;12;40;20;130;10;41;26;24;53;1;14;24;0;0;102;9;7;4;19;10212;10281;1;10165;15;29;19;75;11;7;84;96;20;75;10;1
279;20150104;266;36;40;60;14;30;15;100;10;33;1;21;69;13;-11;24;56;72;337;1;1;1;10;10310;10343;19;10240;1;61;5;75;14;2;85;94;21;73;14;4
279;20150105;212;37;38;50;3;20;22;90;13;23;1;1;51;12;-6;6;28;36;242;0;0;0;1;10301;10334;1;10264;24;22;5;67;12;6;91;97;5;76;12;3
279;20150106;193;30;35;50;20;20;1;80;20;33;20;18;49;14;13;18;24;31;238;29;12;6;22;10218;10258;1;10194;17;14;21;71;14;8;85;98;23;72;14;3
279;20150107;217;47;51;80;20;30;5;130;23;40;10;8;67;13;-4;12;52;66;337;0;-1;-1;23;10242;10262;10;10211;24;57;9;75;13;4;88;96;8;77;13;4
279;20150108;226;57;62;80;1;30;16;120;1;58;33;1;77;14;30;6;0;0;39;125;166;38;15;10186;10228;22;10148;13;21;8;65;18;6;95;97;7;91;2;1
279;20150109;242;93;98;140;8;40;20;230;8;84;55;1;122;24;51;6;0;0;78;62;67;29;22;10123;10217;2;10067;23;28;22;72;12;8;85;98;22;71;17;1
279;20150110;256;112;116;140;7;90;19;250;13;91;46;24;128;5;37;24;9;11;98;55;42;25;13;10069;10116;23;10012;12;37;8;75;13;6;77;94;8;58;16;1
279;20150111;260;92;93;110;11;70;1;200;14;57;35;7;72;23;30;6;14;18;221;13;10;3;7;10131;10167;21;10089;6;60;6;70;2;7;75;85;23;66;12;3
279;20150112;227;93;94;120;14;70;3;190;18;81;66;3;98;18;60;6;0;0;59;84;65;14;9;10097;10154;1;10063;24;31;24;75;17;8;86;97;24;77;4;1
279;20150113;220;64;65;90;4;30;16;150;6;80;53;24;98;6;51;24;0;0;79;159;252;30;9;10023;10057;1;10002;13;36;6;70;20;8;92;96;2;81;20;1
279;20150114;217;59;63;90;7;40;1;140;7;35;7;14;61;1;5;18;3;4;116;40;81;45;14;10058;10101;20;10020;1;34;14;70;2;6;87;96;14;82;11;1
279;20150115;202;85;89;110;8;50;16;180;9;72;36;1;96;12;29;6;0;0;42;106;90;23;14;9956;10045;1;9929;13;50;14;75;2;7;84;95;15;71;22;1
279;20150116;212;52;55;90;1;20;22;170;2;50;25;24;82;14;13;24;46;56;370;12;8;6;22;10035;10080;24;9973;1;59;21;75;2;4;81;96;23;70;1;5
279;20150117;212;43;45;70;14;30;2;100;13;23;-2;6;56;13;-13;6;69;84;461;0;-1;-1;21;10124;10136;10;10088;1;50;3;75;13;2;84;96;2;70;14;5
279;20150118;192;34;35;50;1;0;24;90;11;14;2;20;24;5;1;6;0;0;88;133;41;7;16;10122;10129;24;10114;14;7;23;62;2;8;93;99;23;84;3;1
279;20150119;212;2;8;10;2;0;1;30;16;7;1;7;17;15;0;24;2;2;141;39;5;2;4;10123;10129;1;10117;15;1;8;50;21;8;97;99;9;94;20;2
279;20150120;209;16;19;30;10;10;1;50;13;9;-9;24;21;13;-33;24;2;2;178;0;0;0;1;10124;10133;20;10113;5;23;1;59;13;8;92;98;1;85;13;2
279;20150121;98;29;32;60;24;10;1;90;23;-5;-19;23;8;13;-33;6;28;33;311;0;0;0;1;10143;10169;24;10125;4;36;23;61;3;7;85;92;1;77;13;3
279;20150122;49;41;43;60;7;20;22;100;6;-14;-39;24;13;13;-49;24;38;45;370;0;0;0;1;10206;10249;24;10172;2;22;24;61;15;4;85;95;22;77;13;4
279;20150123;170;19;28;60;22;10;5;100;22;-29;-49;6;-15;20;-72;6;0;0;106;0;0;0;1;10256;10274;9;10218;24;1;7;50;18;6;94;98;7;87;20;1
279;20150124;237;35;45;70;2;20;24;130;4;7;-22;1;48;13;-23;6;40;47;400;43;72;25;7;10200;10261;24;10157;6;4;7;68;15;4;90;98;7;79;14;4
279;20150125;235;31;34;40;1;30;2;70;23;23;-10;1;37;13;-22;6;10;12;239;0;-1;-1;13;10267;10281;8;10241;24;14;19;61;1;7;95;98;16;90;10;3
279;20150126;244;36;50;60;16;40;1;110;16;40;25;24;69;15;19;24;0;0;92;99;32;6;13;10183;10236;1;10147;14;3;7;69;22;7;94;99;6;84;20;1
279;20150127;270;34;38;50;2;30;8;100;2;40;18;3;64;13;11;6;23;26;308;5;4;2;2;10204;10215;18;10184;24;45;24;68;5;6;91;97;19;83;12;4
279;20150128;224;69;78;110;13;40;1;180;13;43;24;19;58;13;15;24;0;0;64;50;88;25;14;10011;10172;1;9918;15;19;2;70;18;7;89;97;2;74;24;1
279;20150129;213;59;63;90;5;20;24;140;3;18;2;24;35;1;2;24;21;24;293;42;48;26;6;9809;9916;1;9711;24;13;24;71;1;8;89;98;24;72;1;3
279;20150130;231;19;29;40;4;10;1;70;4;9;-14;9;38;14;-19;12;41;46;472;68;35;8;1;9747;9762;10;9710;1;6;1;70;13;6;95;99;4;83;13;5
279;20150131;233;34;35;50;6;30;1;70;5;15;-13;24;42;13;-20;24;46;51;474;3;1;1;1;9806;9849;24;9754;1;25;1;67;13;4;91;98;1;81;12;5
280;20150101;210;75;75;110;23;40;1;190;23;37;16;7;54;22;9;12;5;7;131;14;9;7;24;10274;10324;1;10177;24;33;1;69;21;7;87;95;1;77;21;2
280;20150102;255;88;94;130;2;70;18;190;1;69;50;1;98;8;45;24;45;59;271;44;28;11;3;10212;10274;23;10148;4;42;5;66;8;5;78;96;5;66;11;4
280;20150103;246;57;63;90;10;30;21;160;23;46;32;21;60;11;16;24;9;12;145;8;8;5;23;10201;10271;1;10156;17;50;17;72;11;7;85;97;17;77;11;2
280;20150104;283;38;42;60;3;30;7;130;4;33;-13;20;68;12;-33;24;51;66;306;16;14;4;6;10303;10337;19;10233;1;50;8;75;11;3;86;95;20;75;15;4
280;20150105;216;41;43;50;5;40;1;80;12;27;-16;1;51;13;-31;6;0;0;133;0;0;0;1;10294;10325;1;10259;24;37;18;65;1;7;93;97;4;84;13;2
280;20150106;194;32;36;60;22;20;6;80;21;36;24;18;49;24;18;18;15;19;207;25;11;7;22;10213;10254;1;10187;18;25;23;72;16;8;87;98;23;77;16;2
280;20150107;214;51;55;100;24;30;1;150;24;42;4;7;68;13;-7;12;45;58;302;3;1;1;24;10232;10254;10;10193;24;50;24;70;15;5;90;97;8;84;13;4
280;20150108;230;61;66;90;1;30;16;150;1;60;36;1;81;13;33;6;0;0;31;92;108;36;14;10176;10214;22;10144;13;20;12;65;17;6;95;98;11;91;21;0
280;20150109;244;96;103;170;7;40;20;260;8;85;52;1;123;24;47;6;0;0;70;53;53;19;22;10108;10206;1;10052;23;23;22;72;18;8;85;98;20;71;14;1
280;20150110;255;114;118;160;9;80;22;250;10;90;46;24;124;3;37;24;4;5;92;31;52;25;12;10053;10102;22;9998;11;26;1;70;3;6;78;95;12;61;15;1
280;20150111;266;92;94;110;11;80;1;220;13;59;37;8;74;24;30;6;31;39;258;8;6;3;8;10117;10156;22;10073;6;61;7;69;10;7;75;84;7;65;10;3
280;20150112;233;101;105;130;10;20;24;200;13;80;56;24;96;17;56;24;0;0;57;123;105;26;23;10081;10140;1;10055;15;36;24;70;16;8;88;98;23;78;6;1
280;20150113;227;66;70;110;5;30;1;180;6;76;40;23;102;6;34;24;0;0;66;130;151;25;4;10012;10045;1;9996;13;43;1;70;15;8;91;97;1;82;21;1
280;20150114;215;60;62;90;8;40;1;140;3;28;3;14;52;2;2;18;7;9;96;43;60;30;12;10048;10089;20;10013;2;23;13;70;1;6;90;98;13;84;24;1
280;20150115;203;87;92;120;11;60;16;190;11;70;36;1;93;11;29;6;0;0;45;111;88;28;13;9943;10033;1;9919;13;46;12;75;21;8;87;93;6;74;22;1
280;20150116;218;65;67;120;1;20;19;190;2;51;27;24;72;15;21;24;46;57;320;15;21;18;21;10026;10073;24;9957;1;60;21;75;2;6;84;96;23;74;1;4
280;20150117;212;47;48;60;12;30;3;120;21;17;-28;6;55;13;-43;12;72;88;431;21;18;8;21;10116;10129;20;10081;1;50;22;75;14;3;88;98;2;75;14;5
280;20150118;199;34;37;60;5;10;23;90;3;20;13;18;27;15;8;6;0;0;100;57;10;3;16;10118;10128;23;10110;6;25;24;62;2;8;93;98;21;87;2;1
280;20150119;221;14;16;30;14;0;1;50;14;10;-7;21;20;14;-19;24;0;0;131;0;-1;-1;1;10121;10128;1;10114;20;1;4;59;20;8;98;100;3;94;20;1
280;20150120;218;20;22;40;13;10;2;60;13;7;-25;24;21;15;-53;24;0;0;99;0;0;0;1;10122;10131;21;10112;4;21;9;57;18;7;95;98;5;89;18;1
280;20150121;99;27;29;50;23;10;6;90;24;-10;-27;7;6;14;-46;12;35;42;321;0;0;0;1;10146;10177;24;10125;4;26;2;59;14;7;90;98;2;78;14;3
280;20150122;54;32;35;50;4;10;23;80;1;-16;-51;24;18;14;-83;24;42;50;393;0;0;0;1;10212;10249;23;10178;1;6;23;66;14;4;87;98;21;72;14;4
280;20150123;185;22;24;70;22;0;2;110;22;-39;-70;4;-19;21;-93;6;0;0;143;0;0;0;1;10253;10270;9;10205;24;0;6;49;20;6;96;100;11;87;23;1
280;20150124;235;33;47;80;2;30;11;120;2;12;-23;1;46;14;-25;6;39;46;387;48;83;40;7;10193;10253;24;10149;6;5;6;68;14;6;90;99;7;80;14;4
280;20150125;232;28;31;40;3;20;11;60;3;27;6;3;40;12;-2;6;9;11;235;0;-1;-1;19;10261;10275;8;10234;24;27;24;61;1;7;95;98;16;92;12;3
280;20150126;251;36;50;70;16;40;1;140;17;45;29;1;72;14;22;24;0;0;90;71;32;10;14;10175;10230;1;10142;13;5;6;67;17;7;93;100;6;80;22;1
280;20150127;280;34;39;60;13;30;5;120;4;41;8;22;68;12;-1;24;20;23;298;8;5;1;1;10198;10209;17;10175;24;31;21;69;1;6;91;98;19;83;13;4
280;20150128;224;73;82;110;13;50;1;180;23;45;20;21;61;16;15;24;0;0;67;66;100;27;14;9996;10162;1;9899;15;21;1;70;17;7;90;98;1;77;20;1
280;20150129;222;63;67;100;3;10;24;170;7;19;3;24;41;12;2;24;22;25;288;44;33;9;5;9799;9900;1;9714;24;14;24;70;7;7;90;98;24;78;1;3
280;20150130;210;16;24;40;22;10;1;60;21;2;-48;9;20;14;-54;12;26;29;348;39;47;19;1;9744;9758;10;9714;1;1;6;65;11;7;95;100;1;90;11;4
280;20150131;231;32;33;50;12;20;1;70;12;5;-31;23;41;14;-59;24;63;71;557;18;17;12;2;9801;9845;24;9749;1;11;24;70;11;3;94;98;1;82;13;6
283;20150101;202;47;47;70;22;20;1;140;23;25;-1;6;44;13;-9;6;54;69;340;0;0;0;1;;;;;;;;;;;81;96;1;70;20;4
283;20150102;241;53;59;80;8;40;18;140;2;56;30;24;88;14;22;24;34;43;284;44;43;18;5;;;;;;;;;;;79;97;6;60;13;4
283;20150103;230;33;35;50;7;20;18;100;7;30;18;24;40;10;8;24;0;0;80;17;5;2;12;;;;;;;;;;;90;96;17;82;2;1
283;20150104;262;28;30;40;11;20;1;80;12;25;-1;22;69;14;-24;24;54;69;349;0;0;0;1;;;;;;;;;;;85;95;21;71;13;4
283;20150105;208;27;28;50;13;20;2;80;12;19;-2;2;38;12;-14;6;20;25;232;0;0;0;1;;;;;;;;;;;92;97;1;85;11;3
283;20150106;195;26;29;40;20;20;3;70;16;29;9;9;42;12;-7;12;33;42;267;23;15;7;22;;;;;;;;;;;82;98;24;68;14;3
283;20150107;210;36;39;60;21;20;8;120;24;36;13;7;65;13;-8;12;67;84;409;0;0;0;1;;;;;;;;;;;90;100;8;77;13;5
283;20150108;228;47;53;70;3;30;15;130;4;56;26;1;79;15;24;6;0;0;48;118;190;36;14;;;;;;;;;;;94;97;10;90;1;1
283;20150109;238;73;78;120;10;40;1;220;11;86;51;1;131;24;45;6;0;0;82;64;51;12;20;;;;;;;;;;;85;97;20;64;16;1
283;20150110;253;90;95;130;7;50;20;210;8;95;34;24;133;1;24;24;0;0;65;20;51;42;14;;;;;;;;;;;75;93;13;55;16;1
283;20150111;250;69;70;90;21;50;4;170;13;48;21;4;65;24;12;6;13;16;213;39;20;5;7;;;;;;;;;;;79;91;19;67;12;3
283;20150112;221;69;70;90;14;50;1;160;14;77;60;3;98;24;56;6;0;0;51;29;9;6;9;;;;;;;;;;;84;92;10;75;14;1
283;20150113;211;61;63;80;6;40;14;180;9;83;62;23;106;6;53;24;0;0;77;64;70;28;13;;;;;;;;;;;86;95;13;76;20;1
283;20150114;215;51;54;80;14;30;18;150;15;39;25;18;62;1;13;18;11;13;177;27;25;7;2;;;;;;;;;;;84;89;11;78;24;2
283;20150115;194;72;75;90;5;50;19;170;5;80;42;1;103;16;36;6;0;0;60;71;35;8;6;;;;;;;;;;;80;91;6;72;20;1
283;20150116;206;36;38;60;4;20;16;120;5;53;27;24;84;15;8;18;38;46;369;0;-1;-1;24;;;;;;;;;;;79;94;24;69;14;5
283;20150117;216;31;33;50;12;20;4;90;22;18;-13;7;55;14;-46;12;70;84;516;0;0;0;1;;;;;;;;;;;86;99;4;70;14;6
283;20150118;187;33;33;50;2;10;20;80;2;21;3;8;38;16;2;12;0;0;86;72;28;7;10;;;;;;;;;;;88;98;8;78;18;1
283;20150119;285;4;13;20;1;10;3;40;1;11;0;24;21;1;2;24;0;0;154;0;-1;-1;10;;;;;;;;;;;91;99;23;84;2;2
283;20150120;207;7;15;20;1;10;3;40;11;6;-6;23;23;15;-18;24;10;12;201;0;0;0;1;;;;;;;;;;;88;96;1;79;24;2
283;20150121;89;26;28;40;14;20;1;60;14;-6;-23;8;26;15;-47;12;30;35;372;0;0;0;1;;;;;;;;;;;78;86;24;67;14;4
283;20150122;46;32;33;40;1;20;19;90;10;-10;-30;4;4;18;-41;24;0;0;97;0;0;0;1;;;;;;;;;;;86;91;23;81;11;1
283;20150123;145;9;26;50;24;10;14;90;24;-13;-34;2;-4;11;-48;6;0;0;147;0;0;0;1;;;;;;;;;;;87;98;3;80;11;1
283;20150124;230;27;35;60;3;20;18;110;3;5;-29;24;39;15;-46;24;38;44;313;45;61;20;8;;;;;;;;;;;92;100;8;84;15;3
283;20150125;228;26;27;30;2;20;1;60;21;14;-35;1;33;12;-57;6;12;14;243;28;7;3;20;;;;;;;;;;;97;99;1;90;11;3
283;20150126;240;28;38;60;17;30;1;120;17;40;22;1;68;16;19;24;0;0;86;100;52;18;9;;;;;;;;;;;94;99;5;84;17;1
283;20150127;268;25;28;40;5;10;19;80;3;36;7;3;59;13;-4;6;21;24;264;14;10;7;6;;;;;;;;;;;92;98;20;85;12;3
283;20150128;218;57;63;90;14;30;1;160;14;41;22;24;60;12;13;24;0;0;99;41;91;28;16;;;;;;;;;;;87;97;2;71;23;1
283;20150129;217;42;42;80;14;10;18;160;15;11;1;6;50;13;1;18;13;15;246;102;150;21;16;;;;;;;;;;;92;99;15;74;13;3
283;20150130;241;30;33;50;24;20;1;90;14;7;0;5;22;15;-5;24;35;39;390;86;55;19;23;;;;;;;;;;;95;99;21;89;15;4
283;20150131;230;29;30;50;1;20;8;90;1;13;-8;22;35;15;-26;24;56;62;449;8;2;1;1;;;;;;;;;;;93;98;7;85;14;5
286;20150101;207;83;83;130;24;50;1;180;24;32;12;1;46;16;4;6;2;3;146;5;3;3;24;;;;;;;;;;;87;96;1;78;21;2
286;20150102;254;102;109;140;4;80;24;200;4;67;40;1;98;8;37;6;44;58;280;41;26;7;1;;;;;;;;;;;79;95;5;67;12;4
286;20150103;247;71;76;100;9;50;20;150;11;45;33;24;59;12;24;24;2;3;133;9;6;4;18;;;;;;;;;;;84;95;17;79;12;2
286;20150104;282;48;54;70;2;40;16;140;3;37;6;24;67;14;-1;24;46;60;312;16;17;8;5;;;;;;;;;;;87;95;23;80;13;4
286;20150105;216;45;47;60;2;40;7;80;1;27;7;1;49;13;0;6;0;0;128;0;-1;-1;18;;;;;;;;;;;93;97;8;86;14;1
286;20150106;184;37;41;60;23;30;3;90;23;34;23;21;50;13;20;18;15;19;167;19;9;4;21;;;;;;;;;;;89;99;24;78;18;2
286;20150107;218;55;62;100;23;40;2;150;23;42;15;6;66;14;7;6;59;76;355;0;-1;-1;3;;;;;;;;;;;91;99;1;83;14;4
286;20150108;226;67;75;100;1;40;14;140;1;57;34;2;80;14;33;6;0;0;34;86;128;48;14;;;;;;;;;;;95;99;12;89;1;0
286;20150109;246;107;115;170;7;40;21;260;9;81;49;1;120;24;44;6;0;0;64;63;42;9;21;;;;;;;;;;;85;99;21;70;17;1
286;20150110;258;132;138;170;11;100;23;260;12;91;45;24;124;6;37;24;2;3;85;34;20;7;12;;;;;;;;;;;78;94;1;64;15;1
286;20150111;263;110;111;140;13;90;2;240;11;55;34;7;71;24;30;6;30;38;266;18;29;19;18;;;;;;;;;;;78;91;18;70;12;3
286;20150112;231;103;107;130;10;40;24;190;10;78;53;24;95;23;55;24;0;0;62;109;64;12;23;;;;;;;;;;;88;98;24;80;1;1
286;20150113;224;65;70;110;21;20;1;190;21;76;47;24;99;7;42;24;0;0;66;143;189;24;11;;;;;;;;;;;92;99;1;79;21;1
286;20150114;216;69;71;100;8;50;1;170;8;29;4;14;53;1;3;18;7;9;104;37;52;26;14;;;;;;;;;;;90;98;14;83;1;1
286;20150115;197;96;101;130;8;70;1;190;8;69;33;1;91;11;28;6;0;0;49;106;51;8;16;;;;;;;;;;;86;94;16;76;21;1
286;20150116;213;69;70;110;2;30;16;170;1;48;20;20;72;14;8;24;56;69;367;7;4;4;22;;;;;;;;;;;84;96;22;72;2;5
286;20150117;213;51;54;80;23;40;2;120;23;21;4;7;54;14;-4;12;67;82;449;2;2;2;23;;;;;;;;;;;87;97;2;74;14;5
286;20150118;192;46;47;70;1;10;23;100;1;17;3;24;23;6;3;24;0;0;92;58;15;4;17;;;;;;;;;;;94;99;20;88;1;1
286;20150119;219;13;15;30;9;10;1;40;8;11;2;1;21;14;2;6;2;2;120;26;5;3;1;;;;;;;;;;;98;100;11;94;20;1
286;20150120;212;18;21;40;14;0;3;50;13;4;-14;9;25;14;-29;12;8;10;238;0;0;0;1;;;;;;;;;;;95;99;8;88;13;3
286;20150121;108;34;38;60;22;20;2;90;22;-11;-26;7;8;13;-31;12;35;42;315;0;0;0;1;;;;;;;;;;;89;98;1;81;12;3
286;20150122;49;40;42;60;2;10;24;80;2;-16;-42;24;17;13;-59;24;35;42;373;0;0;0;1;;;;;;;;;;;90;100;24;77;13;4
286;20150123;183;31;34;90;24;10;1;130;24;-31;-57;3;-13;21;-64;6;0;0;114;0;0;0;1;;;;;;;;;;;95;99;2;86;21;1
286;20150124;233;44;61;90;1;40;15;130;1;3;-20;1;41;14;-37;24;41;48;399;42;63;25;7;;;;;;;;;;;91;99;7;80;14;4
286;20150125;230;38;43;50;2;30;19;80;3;20;-23;1;42;14;-42;6;30;35;343;3;2;2;3;;;;;;;;;;;96;100;19;92;12;4
286;20150126;242;39;58;80;16;50;1;130;22;36;20;1;66;16;17;6;0;0;93;68;34;6;8;;;;;;;;;;;96;100;1;86;22;1
286;20150127;285;45;51;70;13;40;17;130;1;40;14;8;72;12;7;12;43;50;361;13;25;22;17;;;;;;;;;;;92;99;20;82;12;4
286;20150128;218;87;93;130;13;50;1;200;17;43;21;24;57;16;18;24;0;0;74;40;71;27;15;;;;;;;;;;;90;99;1;79;23;1
286;20150129;210;71;73;100;2;10;24;170;3;18;5;8;32;2;4;6;27;31;295;40;18;5;5;;;;;;;;;;;91;96;8;77;2;3
286;20150130;208;16;30;50;22;10;7;80;22;5;-27;10;30;14;-34;12;58;66;686;42;30;9;5;;;;;;;;;;;96;100;3;88;13;7
286;20150131;232;36;40;60;11;20;4;90;13;15;-9;24;52;14;-18;24;78;88;630;20;8;4;2;;;;;;;;;;;93;100;4;77;14;7
290;20150101;205;60;61;90;23;30;2;160;23;27;6;5;42;13;-5;6;44;56;293;0;0;0;1;10306;10348;2;10227;24;27;2;80;23;2;79;92;2;69;23;3
290;20150102;243;67;74;90;1;50;21;170;13;59;34;22;86;10;23;24;34;44;253;59;59;19;4;10242;10299;23;10186;6;25;7;74;11;6;78;95;6;63;13;3
290;20150103;231;45;48;70;8;30;18;120;7;34;22;24;44;11;11;24;0;0;78;11;3;1;12;10222;10297;1;10170;17;50;20;70;14;7;87;94;21;77;1;1
290;20150104;267;36;39;60;14;30;1;100;14;29;0;22;70;13;-20;24;57;73;346;0;-1;-1;4;10316;10349;22;10248;1;60;24;75;14;2;84;93;23;71;13;4
290;20150105;215;36;38;50;3;20;18;90;13;21;1;1;40;12;-11;6;18;23;229;0;0;0;1;10310;10345;1;10270;24;8;4;63;24;7;90;97;4;80;12;3
290;20150106;189;30;33;50;12;20;1;80;17;34;18;18;53;12;8;18;28;35;254;25;20;9;23;10224;10264;1;10198;14;22;21;80;15;8;79;97;22;62;15;3
290;20150107;209;43;45;70;22;30;2;140;24;38;14;7;64;14;-4;12;51;64;330;2;1;1;1;10255;10274;10;10226;24;34;8;72;14;5;88;98;8;75;14;4
290;20150108;223;53;59;80;1;40;14;130;1;56;27;2;77;15;24;6;0;0;51;139;156;28;14;10200;10246;22;10153;14;22;8;64;18;8;93;96;8;86;1;1
290;20150109;234;82;87;120;8;40;20;230;7;85;55;1;132;24;50;6;0;0;91;72;57;11;21;10144;10237;2;10083;22;28;23;80;14;8;85;97;21;62;16;1
290;20150110;251;93;98;130;8;60;22;220;14;93;38;24;131;1;27;24;0;0;66;44;73;46;14;10087;10129;22;10031;13;29;12;77;15;6;77;94;13;60;16;1
290;20150111;248;73;75;100;13;50;4;170;10;47;25;5;64;14;16;6;4;5;172;23;9;2;9;10148;10186;22;10108;6;58;22;71;1;7;79;90;19;68;12;2
290;20150112;218;82;83;100;14;60;1;170;16;76;59;1;96;18;52;6;0;0;51;83;30;7;9;10119;10169;1;10082;24;28;24;75;14;8;85;93;24;75;16;1
290;20150113;209;70;70;90;7;50;14;180;11;82;63;22;99;7;53;24;0;0;64;106;94;24;3;10039;10076;1;10017;12;45;8;75;20;7;87;93;3;77;21;1
290;20150114;212;56;58;70;1;40;17;140;9;38;23;19;66;1;10;24;7;9;133;28;47;17;15;10073;10116;20;10032;2;59;2;75;8;6;84;90;2;78;24;2
290;20150115;196;76;79;100;13;60;17;170;11;77;42;1;96;11;35;6;0;0;52;125;100;34;18;9977;10062;1;9941;16;59;9;80;22;7;81;90;6;67;22;1
290;20150116;207;45;48;70;1;20;24;130;1;52;26;24;77;15;15;24;32;39;321;0;-1;-1;23;10047;10086;24;9997;1;62;24;76;15;4;78;93;24;69;15;4
290;20150117;211;36;38;60;14;20;1;100;21;22;-13;9;55;14;-47;12;70;84;461;0;-1;-1;23;10133;10147;20;10091;1;50;3;75;13;2;83;96;4;69;15;5
290;20150118;191;34;35;60;3;10;16;90;1;19;4;9;33;18;2;12;0;0;79;102;42;8;9;10128;10139;1;10118;14;23;22;67;24;;90;97;9;79;1;1
